Unnamed: 0,id,title,content,date,time,slug,category,assets,timestamp,links
2838,2207,"Amid Congestion, LA port sees 'March Madness'","The Port of Los Angeles is seeing a flood of imports. In March alone, more records were broken than any other months before. With volumes predicted to remain at a peak for April too, container ships are expected to be stuck at anchor till June.



 Port of Los Angeles Executive Director Gene Seroka was in exuberance in a press conference on Wednesday. Describing last month’s import streams as “remarkable” and a “once-in-a-lifetime event”, he said, “I would describe this as the port version of March Madness.""



 Container volumes handled in March were up by 113% on a year-on-year basis, handling 957,599 twenty-foot equivalent units (TEUs) in the process. This was the highest number for March in the port's extensive history.







 Seroka exclaimed, “If those containers were placed end to end they’d stretch from Los Angeles to New York and halfway back across the country.""



 “That’s a big number for a peak month like September or October. But we’ve never seen volume like this in the first half of the year,"" he added.



 Ships at Anchorage:



 However, high traffic at port is not good news for vessel owners. A lot of noise has been raised by industry insiders on the vessel congestion in California’s San Pedro Bay.



 As of today, 30 container ships are waiting to dock in Los Angeles and Long Beach. Thirty-five container ships are at anchorage. FleetMon's vessel tracking platform can provide deep insights here.



 The peak number reached on February 1st when 40 ships were at anchorage.



 Commenting on the increased pileup of containerships in California and Long Beach, the executive director of the Marine Exchange of Southern California, Mr. Kip Louttit said,  ""We seem to have settled into a new, new normal of roughly 30 container ships at anchor. Whether that will continue or not, I don’t know.”",2021-04-21,10:32:54,amid-congestion-la-port-sees-march-madness,Container Shipping,"[{'id': '204', 'attributes': {'assetId': 87, 'assetName': 'LOS ANGELES', 'assetType': 'port'}}]",2021-04-21 10:32:54+00:00,[]
2916,2270,Port Of Los Angeles Records Strongest February In Its 114-Year History,"The Port of Los Angeles handled a record 799,315 Twenty-Foot Equivalent Units (TEUs) in February, marking a 47% leap when compared to February 2020.  It was the seventh consecutive month of year-over-year increases and the strongest February in the Port’s 114-year history.



 Mostly promoted as ""America's Port"", the Port of Los Angeles is managed by the Los Angeles Harbor Department.



 “One year ago global trade slowed to a crawl as the COVID-19 pandemic first hit China and then spread worldwide,” said Port of Los Angeles Executive Director Gene Seroka.



 He added, "" Today, we are in the seventh month of an unparalleled import surge, driven by unprecedented demands by American consumers.""



 Stressing on the vaccination drive that frontline maritime workers, especially those working in and out of the port complex desperately need, he said, “Our challenges now are focused on getting port workers vaccinated and assisting stakeholders in managing this heavy flow of cargo.""



 He also added that the port authorities would do everything in their power for helping shipping lines back on schedule.



 ""We must clear the backlog of cargo and return more certainty to the Pacific trade,” he said.



 February 2021 loaded imports entered 412,884 TEUs when compared to the previous year.  On the other hand, loaded exports decreased 24.7% to 101,208 TEUs. Empty containers, heavily in demand in Asia, surged 104% compared to February 2020 reaching 285,223 TEUs.



 A total of 78 cargo vessels arrived in January, including four extra loaders.



 The Port of Los Angeles remains open with all terminals operational during the COVID-19 pandemic. North America’s leading seaport by container volume and cargo value, the Port of Los Angeles facilitated $276 billion in trade during 2019. San Pedro Bay port complex operations and commerce facilitate one in nine jobs across the counties of Los Angeles, Orange, Riverside, San Bernardino, and Ventura.",2021-03-23,08:49:15,port-of-los-angeles-records-strongest-february-in-its-114-ye,Container Shipping,"[{'id': '204', 'attributes': {'assetId': 87, 'assetName': 'LOS ANGELES', 'assetType': 'port'}}]",2021-03-23 08:49:15+00:00,[]
3727,2971,"COSCO Panamax bulk carrier aground again, Parana river UPDATE refloated ","May 29 UPDATE: Was refloated at around 1700 LT May 28 with tugs assistance, taken downstream, anchored for inspection off San Pedro.



Bulk carrier COFCO 1 with 41,900 tons of soybean resumed sailing downstream after grounding, which took place on May 25-26, but at around 0630 UTC May 27 she ran aground again, this time in San Pedro area at 269 kilometer mark, Parana river. As of 1400 UTC May 27, the ship was still aground. Reportedly, salvage was contracted. She’s obstructing navigation, though understood, not blocking it. 
 Previous grounding news: https://www.fleetmon.com/maritime-news/2020/29745/cosco-panamax-bulk-carrier-grounding-argentina/",2020-05-27,14:31:19,cosco-panamax-bulk-carrier-aground-again-parana-river-update,Accidents,"[{'id': '2043', 'attributes': {'assetId': 686913, 'assetName': 'COFCO 1', 'assetType': 'vessel'}}]",2020-05-27 14:31:19+00:00,[]
4116,3314,"Bulk carrier grounded, refloated, Parana ","Bulk carrier IKAN LEBAN on Dec 24 ran aground on 309 km mark, Parana river, upstream from Obligado, while sailing downstream with cargo of maize, loaded at San Lorenzo. The ship was refloated in the afternoon Dec 25 with tugs assistance, sailed downstream to San Pedro, and anchored there, understood for inspection.As of 1330 UTC Dec 26, she was still at anchor.",2019-12-26,14:55:33,bulk-carrier-grounded-refloated-parana,Accidents,"[{'id': '2302', 'attributes': {'assetId': 714640, 'assetName': 'ASL LEBAN', 'assetType': 'vessel'}}]",2019-12-26 14:55:33+00:00,[]
4603,3756,Russian reefer arrested for outstanding debt in Argentina,"Reefer BALTIC PERFORMER was arrested on May 28, on arrival in Campana Port, Argentina, after a Court ruling on unpaid debt claim filed by San Pedro Port (Argentina) company against BALTIC PERFORMER managing company BALTIC SHIPPING. According to claim, in July last year Master of the reefer operated by BALTIC SHIPPING Company, S-Petersburg, Russia, requested extra workers and extra loading hours after a week’s delay, caused by rains and broken crane. His request was met, but payment of some $60,000 wasn’t made, until now. Understood BALTIC PERFORMER is not the ship involved in last year incident, it’s a provisional arrest on a sister ship. 
 The ship is to be under arrest until either debt is paid, plus court expenses, or deposit placed.",2019-05-29,05:08:25,russian-reefer-arrested-for-outstanding-debt-in-argentina,Maritime Security,"[{'id': '2598', 'attributes': {'assetId': 756187, 'assetName': 'BALTIC PERFORMER', 'assetType': 'vessel'}}]",2019-05-29 05:08:25+00:00,[]
5526,4538,"Bulk carrier PILATUS VENTURE refloated, Argentina","Bulk carrier PILATUS VENTURE was refloated on May 5 and sailed downstream, in San Pedro area the ship stopped, probably anchored at around 1430 UTC May 5. 

First news: 
Bulk carrier aground off Ramalla, Argentina
May 4, 2018 5:55 am
Bulk carrier PILATUS VENTURE ran aground on Parana river in front of Ramalla, Argentina, at around 1830 UTC May 3 while proceeding downstream in load, at 325 kilometer mark, reported Maritime Agency NABSA, Argentina. Bulk carrier is partially obstructing traffic, said attempting to refloat by own means. As of 0000 UTC May 4, the ship was still aground.




",2018-05-05,15:01:27,bulk-carrier-pilatus-venture-refloated-argentina,Accidents,"[{'id': '3216', 'attributes': {'assetId': 4034000, 'assetName': 'PILATUS VENTURE', 'assetType': 'vessel'}}]",2018-05-05 15:01:27+00:00,[]
7120,5923,Bulk carrier STAR ZETA refloated: UPDATE,"Oct 6 UPDATE: STAR ZETA was refloated, according to AIS, in the afternoon Oct 5. As of 1500 UTC Oct 6 vessel was under way approaching Parana estuary, maybe will be anchored in Rio de la Plata, for survey. No information on damages.
Oct 5 UPDATE: According to AGENCIA MARITIMA NABSA S.A. information, attempts to refloat the vessel were to take place during Oct 5, with assistance of at least two tugs. Results yet unknown, understood in the evening Oct 5 vessel was still aground. Grounded bulk carrier is hampering navigation in the main channel, in both directions.  
Bulk carrier STAR ZETA ran aground on Parana river in the morning Oct 4 up San Pedro, while en route from San Lorenzo to Cape Town SA. As of 1430 UTC Oct 4 vessel was in the same position. Understood STAR ZETA is in load.",2016-10-04,14:49:36,bulk-carrier-star-zeta-refloated-update,Accidents,"[{'id': '4191', 'attributes': {'assetId': 712394, 'assetName': 'ASIA STAR', 'assetType': 'vessel'}}]",2016-10-04 14:49:36+00:00,[]
8473,10544,"Polish freighter Nefryt 2 crew died, 13 hospitalized, Ivory Coast","Two Polish crew died and thirteen were taken to hospital in San Pedro port, Ivory Coast, where Polish general cargo vessel Nefryt arrived on Sep 26. Presumably it was a mass poisoning. The deceased are said to be chief and third officers 29 and 30 years old, one a woman. New crew already on the way to Abidjan.",2015-09-28,03:42:04,polish-freighter-nefryt-2-crew-died-13-hospitalized-ivory-co,Accidents,"[{'id': '8030', 'attributes': {'assetId': 283964, 'assetName': 'MAKO', 'assetType': 'vessel'}}]",2015-09-28 03:42:04+00:00,[]
8910,7404,"Yet another bulk carrier aground at the same site, Parana ","Bulk carrier Dubai Energy ran aground on May 26 at approximately the same site near San Pedro, Parana river, where previously two bulk carriers grounded, Nord Hydra and then Smew, both blocking the traffic until refloated. Dubai Energy, reportedly in load, was proceeding down the river from San Nicolas. At 1600 UTC May 26 vessel was still aground.",2015-05-26,16:08:42,yet-another-bulk-carrier-aground-at-the-same-site-parana,Accidents,"[{'id': '5209', 'attributes': {'assetId': 417970, 'assetName': 'KAYSAN', 'assetType': 'vessel'}}]",2015-05-26 16:08:42+00:00,[]
8918,7412,"Bulk carrier Smew refloated, Parana ","Bulk carrier Smew managed to refloat in two hours after grounding, at 1130 LT May 22, and reportedly, resumed her voyage. According to AIS, though, vessel was anchored below the grounding site in San Pedro area, at 0300 UTC May 23 she was still at anchor, probably undergoing survey. 
Grounding news:
Parana traffic is closed again, one more bulk carrier aground
Bulk carrier Smew ran aground at around 0930 LT May 22 in about the same place where bulk carrier Nord Hydra grounded, on 288.9 rilometer mark, river Parana. Traffic is stopped, again. Smew with 32163 tons of flour and soybean pellets was en route from San Lorenzo, Argentina, Parana, to Callao, Peru.",2015-05-23,04:02:37,bulk-carrier-smew-refloated-parana,Accidents,"[{'id': '650', 'attributes': {'assetId': 5643891, 'assetName': 'SMEW', 'assetType': 'vessel'}}]",2015-05-23 04:02:37+00:00,[]
8922,7416,"Bulk carrier Nord Hydra refloated, Parana traffic reopened ","Bulk carrier Nord Hydra was refloated on May 21 at 1910 UTC with assistance of the tugs, no reports on damages. Grounded vessel blocked traffic on the river to and from main export agricultural ports of Argentine. 
First news:
Bulk carrier grounding blocked Parana traffic 
Bulk carrier Nord Hydra ran aground at 290 kilometer mark near San Pedro, river Parana, at 2005 LT May 18, while proceeding upriver to San Nicolas, presumably in ballast or partially loaded. Vessel is stuck at a right bank, traffic in the main channel was stopped, blocking at least 48 vessels. One tug is assisting vessel, another one is to join salvage soon. At 0600 UTC May 20 vessel was still aground.",2015-05-22,04:42:13,bulk-carrier-nord-hydra-refloated-parana-traffic-reopened,Accidents,"[{'id': '5217', 'attributes': {'assetId': 1195376, 'assetName': 'INGENUITY', 'assetType': 'vessel'}}]",2015-05-22 04:42:13+00:00,[]
8933,7426,Bulk carrier grounding blocked Parana traffic ,"Bulk carrier Nord Hydra ran aground at 290 kilometer mark near San Pedro, river Parana, at 2005 LT May 18, while proceeding upriver to San Nicolas, presumably in ballast or partially loaded. Vessel is stuck at a right bank, traffic in the main channel was stopped, blocking at least 48 vessels. One tug is assisting vessel, another one is to join salvage soon. At 0600 UTC May 20 vessel was still aground.",2015-05-20,06:34:16,bulk-carrier-grounding-blocked-parana-traffic,Accidents,"[{'id': '5217', 'attributes': {'assetId': 1195376, 'assetName': 'INGENUITY', 'assetType': 'vessel'}}]",2015-05-20 06:34:16+00:00,[]
9393,7812,Bulk carrier Octbreeze Island vs. product tanker Ghetty Bottiglieri,"Bulk carrier Octbreeze Island collided with product tanker Ghetty Bottiglieri at around 1740 LT Dec 13 on 285 kilometer mark, river Parana, off San Pedro, Argentina. Octbreeze Island suffered breach in fuel tanks area with ensuing fuel leak. Both vessels were anchored near the collision site, bulk carrier developed starboard list, details unknown – maybe vessel was ballasted to raise breach above waterline, maybe there is water ingress, see photo below. No reports on Ghetty Bottiglieri damages. Octbreeze Island was sailing down the river, en route to Nueva Palmira, Uruguay. Ghetty Bottiglieri was proceeding up the river to San Lorenzo, Santa Fe.



",2014-12-16,06:38:44,bulk-carrier-octbreeze-island-vs-product-tanker-ghetty-botti,Accidents,"[{'id': '5480', 'attributes': {'assetId': 687922, 'assetName': 'FUAT SEZGIN', 'assetType': 'vessel'}}, {'id': '2033', 'attributes': {'assetId': 274620, 'assetName': 'SEAFAITH', 'assetType': 'vessel'}}]",2014-12-16 06:38:44+00:00,[]
9936,10836,MSC Opens New Far East – West Africa Servcie,"MSC opened a new service between the Far East and West Africa. The service is branded Africa Express and it had its first sailing on 24th April from Nansha. The service runs on a weekly frequency and a 70 day rotation deploying 10 vessels of about 4,000 TEU. The new route was first sailed by vessel MARE ATLANTICUM. This new service offers the first direct connection between the Ivory Coast port of San-Pedro and the Far East. The corridor is otherwise extensively covered by CMA CGM and MSC’s joint operations as well as PIL.



 Africa Express: Nansha - Chiwan - Singapore - Port Louis - Tin Can - San Pedro (CI) - Abidjan - Coega - Colombo - Singapore – Nansha



",2014-04-28,08:16:16,msc-opens-new-far-east-west-africa-servcie,Container Shipping,"[{'id': '8368', 'attributes': {'assetId': 360332, 'assetName': 'MARE ATLANTICUM', 'assetType': 'vessel'}}]",2014-04-28 08:16:16+00:00,[]
